C,NumPy,Cython
56654600,69728600,230444800
57297000,69728900,231737800
56474300,69731200,232854600
57036000,69732800,232013800
59801600,69733200,232549400
56891800,69736300,231179500
57927800,69737600,232701700
57000800,69739100,230916200
56894700,69739300,231374800
56814600,69739300,232647100
56661700,69739500,229500100
56697600,69739700,232265700
56714700,69741000,231171400
56971300,69743500,232206300
56673300,69744500,233665800
57092800,69745300,229566000
56488700,69745600,232851000
57051500,69745900,230743000
57263400,69746400,249402400
60579600,69747900,232025800
57633600,69750000,231398100
56567200,69750500,233054200
58499100,69751600,233136700
57925800,69751700,233370700
58024800,69752500,232373000
56902600,69755400,232163700
59463700,69757100,229654300
56761800,69757500,232386700
56704900,69758500,229486800
56741100,69758500,231509700
58641000,69760900,231124300
56704800,69761400,231570300
56746300,69763500,231155400
59449200,69764100,229594200
56974000,69765200,230645500
56802700,69766700,230445000
57039500,69768100,232133100
56581700,69769700,229517400
56949900,69770900,231738000
56563600,69771300,231142500
56903100,69773300,231711200
57233100,69776100,232297400
56974000,69779000,230857700
56508900,69781100,231209100
58317600,69783500,231502700
56973300,69786100,232568600
56809000,69787800,229315100
56908900,69787800,232041600
57346400,69788600,231511900
56541700,69789300,230966700
56645300,69790200,232868100
56564100,69790800,231415200
60868100,69792300,229840800
57716400,69792700,233033100
60589000,69793700,231037900
57351800,69794500,230508900
57443100,69797200,232354300
56631200,69798500,232202000
56440200,69799000,231113200
57066400,69799100,232105100
56752900,69801400,232340200
57644500,69801600,230876000
57426500,69801700,229268200
57446200,69803400,247270800
56518200,69804400,231452600
57479000,69805800,230761300
57725400,69807000,230976900
56383500,69807100,230035900
56648300,69807100,232305300
56619900,69808900,233516100
56545200,69812300,230600900
56984900,69812400,232455900
57175500,69813000,230096400
56614400,69813400,231348700
56752600,69813700,232144100
58648000,69815900,231806000
57303400,69816100,232848500
57467000,69816500,230068200
56834400,69817100,231757600
56620000,69817900,230619700
56823500,69820500,230374300
58001100,69821500,231215600
56686800,69823800,230280300
57047000,69830100,229801200
58189000,69831400,235452000
57890700,69833300,229993300
57762500,69834300,231419500
57500500,69835300,231410900
56949600,69835700,232521900
56804500,69836600,230448200
57435500,69837900,231706300
56664100,69839400,230327500
60374800,69839500,230464000
56929100,69839600,229717500
56809300,69841800,231735400
57186300,69842900,230791900
56650800,69843200,230522400
56701100,69844700,230417400
56617400,69845000,229895300
56544000,69845400,231967400
56824600,69846500,232348500
56430800,69847500,230204600
56948400,69848500,229841500
57352700,69849900,230292900
56920500,69855100,230534100
56970500,69858300,231305800
56735400,69858500,232970800
60341900,69858700,231481700
56831100,69859000,230402000
57511100,69859200,231414900
56613700,69860000,231122200
57198900,69860200,229779700
56839900,69861600,232714500
56764500,69862400,230258100
57511400,69864600,234083000
56638300,69867300,230540800
56809100,69868800,231476500
56650900,69869300,229789500
56798700,69869600,229400400
56747200,69870800,230854900
56717800,69872900,230373500
56781900,69880800,234751700
57047500,69882700,231376300
56915000,69883900,232307700
57097900,69884900,229600400
57568200,69886700,230164900
58063000,69886800,231148900
57717300,69887200,229709200
66885300,69887300,232776100
56584600,69887700,231331500
56434200,69888600,231059100
56660900,69891500,229394800
56670900,69891600,232922900
60137000,69893600,230989200
56627300,69893800,229963000
57057900,69894000,231802100
56660900,69896600,230209500
56746400,69899300,232489800
56471200,69901500,231500800
56637600,69903200,229794800
56591100,69904400,232140300
57774500,69907900,231142000
57402900,69908700,231650100
56621100,69908800,234089200
57276700,69911000,230131500
56763500,69913700,230641600
58426300,69914900,231050800
56643700,69915400,231003000
56989700,69915700,229837200
56582000,69921000,232124400
57385600,69921200,234046700
57020300,69924000,230225000
60857200,69925300,230688700
59398800,69929800,231520100
56927600,69931200,232211600
56841800,69932500,231499000
57341500,69938300,235480700
57123700,69938500,233258100
60193800,69939300,229553300
56996800,69939800,229513600
56633500,69942500,230836100
57391500,69944500,232534900
56841300,69947400,231314000
56546400,69947900,231113300
56765600,69948700,229942300
56643000,69949600,230316500
56459500,69950900,231153600
62944200,69953200,232661200
56795400,69953300,232370300
57108200,69954100,231386600
56831000,69954800,230708200
57337200,69958600,231046900
56873100,69960200,229990500
56670100,69960400,230430800
57750800,69961300,232124100
56855500,69961400,232765500
56701000,69961500,231412700
57497100,69962600,231640800
57375800,69964000,233132100
56524600,69965000,232702100
56702800,69965400,231155600
57014400,69967000,230206300
57361400,69968000,229742100
56701800,69968500,230937100
56672200,69969900,230243100
57321700,69969900,231636000
57877400,69970400,230243700
56747600,69974200,230058000
56693200,69974900,231370100
57007200,69975200,230466400
56831000,69976900,230837300
57212300,69977200,229913400
57102100,69977800,230266900
56712800,69978400,230802000
61608200,69980500,231558500
57074900,69985300,232784400
57533100,69987100,233116700
58449900,69991100,232105600
56649200,69991300,231574200
56750800,69991500,231445400
57707500,69992100,232803400
56692500,69994700,231791100
56818500,69995900,232152300
58225900,69996300,232768300
56484500,69996500,231340600
56767300,69996600,230892800
56650300,69997700,229682900
56581800,69999200,231588800
59448900,70001200,230504100
58792400,70002300,231617100
57856900,70006400,229986000
56756300,70009300,231846700
57118300,70010200,232375500
57425800,70010500,231931000
56695600,70015600,230493400
56906700,70015900,232271800
60328800,70016600,230885300
56631400,70016800,236068600
56731800,70018500,231305000
60763800,70018900,229709400
57018600,70024100,231416500
58281000,70028300,229825000
57334000,70029100,233221200
57085900,70029600,231484900
58594300,70030300,230732400
56757300,70033400,237125700
56770000,70034900,230790400
56884000,70036200,231045400
59057200,70039200,230114400
57855100,70039300,240063300
59364300,70040000,229585400
57943000,70040100,232206800
56693400,70040600,230021400
56962700,70041100,232575300
56578100,70045800,230953700
56720600,70048400,230073000
57024400,70049000,230481500
56594800,70051300,230304000
57006200,70052800,229556700
63859500,70055900,229929600
56528600,70058300,234024500
56526600,70059900,231137800
57655900,70064300,230415400
56420600,70064800,230245700
56616500,70067500,237170500
56668100,70067900,233450200
57599500,70071800,230895300
56858400,70079100,231466300
56906600,70081000,231832100
57200100,70081100,230294900
58025400,70083300,230983700
56722000,70086100,229891400
59288300,70086300,230986300
57052200,70088700,232197600
60457500,70089300,229592700
57079000,70091100,230744200
57002700,70091900,229537900
56678400,70094300,231762300
56759900,70094900,238367800
56727100,70101000,230684900
56741500,70101900,231551600
57284300,70102200,231628100
57142700,70102300,232746600
56643200,70102600,233668700
57094200,70104300,231018800
56535700,70105400,232502600
56643900,70108800,229842700
56776400,70109300,232684400
57661300,70110400,230611500
56542100,70115600,231644000
57189700,70116300,229923600
56633300,70117200,230478600
56862100,70120200,229960900
56700700,70121000,230412500
58041000,70122700,231043200
56782300,70129300,231143100
60505000,70129800,231260100
56817100,70135500,231006700
57193500,70138900,230205500
57573000,70140500,230481700
56881900,70140600,232295100
56690100,70140600,230691500
56857900,70142400,231231900
57287400,70145300,231678400
57618700,70149900,231374100
57643300,70151400,230230600
57081300,70153700,231602500
56875500,70155400,231493400
56754300,70169900,232076000
57437500,70172300,230651500
56648700,70175800,231452500
56801400,70179700,229822900
56797800,70180400,230384200
56842000,70180700,230193600
56419000,70180900,232060300
56613700,70181100,229488000
57851500,70181200,230403600
57063100,70185200,229894500
56711300,70191200,230934200
56555000,70192500,230401300
56800300,70193200,233468900
57005800,70197400,229603000
57606500,70197900,229596500
56752400,70200500,231796500
56825900,70201400,232490600
56987900,70206100,230658300
57057300,70206800,232023700
60448300,70208400,233116400
57174600,70208400,231528300
56953400,70208700,230176100
56666800,70208800,231409800
56668000,70222100,231341600
56817900,70222400,233583000
56696600,70225200,231141700
56770100,70228200,231496700
56977600,70229900,229590900
58808800,70232300,232150800
56694600,70233800,229727200
56598500,70238100,232456700
56846300,70239000,230674400
56838700,70240300,231425800
56772000,70242200,232102000
56801300,70246400,229965900
56643600,70247100,231674900
56626200,70249600,231289000
56972600,70250900,232386300
56672900,70255600,230517200
57098700,70256800,230837300
56366000,70257000,232979700
56516300,70260000,230412800
56639000,70260400,230493900
57958700,70263800,229759800
56780000,70265800,229719400
56723000,70269600,231717500
56876100,70273400,231571400
56972900,70274900,231338400
56768500,70276100,233258300
57851900,70280900,230716800
57773300,70282900,229639900
57065200,70285400,232400000
60480100,70285800,231625300
56591900,70286300,231319100
56973200,70292100,230967600
65956400,70304300,230060300
57534200,70304300,230933900
57587000,70307000,230490500
58279700,70312300,229584800
56597100,70314300,232151800
61347200,70323200,230604800
60093200,70333300,231338200
56635200,70338900,230002200
57138300,70340700,232633100
56512300,70342500,232931600
56854500,70351500,232407400
56601600,70357600,230735700
57209200,70361300,230297600
56587700,70364400,231123000
56795700,70367600,233488500
56606300,70368100,230785900
56634800,70369600,237869100
56837300,70379300,231111600
56617300,70383400,230390700
56825100,70385200,231688200
57764500,70388600,231049400
56675100,70393900,234661100
56609100,70398200,229971900
56953700,70398900,230126100
57647800,70401800,229465800
56808200,70402900,229725500
57487000,70405500,231508500
56767200,70406900,232171800
57049100,70407100,230830400
56511200,70409800,229599300
57207800,70412400,231848200
57348200,70418100,230168800
56628300,70427000,230063000
56775600,70442600,230590900
56944300,70443700,229644600
56719200,70447300,231706700
56649800,70449800,231063100
56637500,70454600,234943400
56776400,70458700,230228300
56700200,70459200,230538600
56522600,70464000,231058900
56699900,70476000,230432300
57848800,70478600,229806000
56700800,70481100,230729600
56962100,70486900,232575900
59687400,70491400,233256500
58291900,70491700,230047000
56779400,70494900,231156900
56503500,70495600,232611200
56818900,70497200,232475800
56676800,70498500,245743500
60737100,70502300,233221500
57407400,70502500,244287800
56617600,70507800,232012900
56791100,70509200,231649500
56953200,70510800,231217100
60488900,70511600,230209000
57086700,70516900,230934900
56717700,70522300,229446100
57283800,70522800,232256900
56865900,70530800,233159200
60458500,70533500,230192000
56760300,70533600,231749000
57766300,70537800,231710500
57821800,70538600,232915600
56722200,70543500,231140400
56844600,70545400,231120400
56777400,70547300,230996200
57331300,70562400,230550100
57164200,70571000,233830700
56643200,70575500,230204700
56531100,70579400,254951100
56499200,70585800,230241900
56690300,70591900,230439400
56681300,70617700,230960100
57343200,70623800,231329800
56674300,70628900,233534400
56849300,70629700,229143200
56799200,70633700,233638600
56663200,70638500,231700100
56724500,70644100,232176000
56663500,70648900,230585100
57970200,70650700,230235400
56661200,70650900,229282200
57108300,70654600,235069200
57414200,70655600,229885500
61057500,70659200,231500400
57209200,70660100,230140600
56614300,70677200,231000000
56466700,70682100,230796300
56450000,70684800,230000100
56921800,70698900,231849800
56838500,70703100,232915800
57266600,70706700,230753400
56521000,70707000,231964600
56660800,70711300,234552700
57088800,70717100,231370700
59576100,70718300,230772700
60426400,70734800,231137400
56586100,70738000,246190800
66952200,70744100,229743900
61531900,70745400,232633700
61919000,70747900,230761100
57934800,70749000,251282200
56825900,70749900,229298400
56876900,70756700,230034800
56641400,70757700,230579200
56754400,70761000,230852500
56740400,70767100,231054300
61747500,70768900,232228700
57018700,70789900,232186200
64844100,70792700,229907200
57274100,70796800,230788900
56701000,70799000,232370600
56731100,70800300,231829000
56837500,70808900,232016400
57619900,70813800,233058600
58254400,70816900,232342100
57354300,70831200,231390900
57092400,70832800,233211000
60641900,70845000,229888300
59609000,70848700,231203100
56847700,70851800,253493800
56802300,70852500,230023100
56931700,70853600,257960900
57300400,70854300,233050800
56906800,70859900,231024100
56811500,70860500,231137800
56708000,70861900,229922500
57075900,70871100,230626500
56607900,70876100,230748500
57671100,70903400,230501400
57530000,70926000,230257200
57640100,70928400,232249200
56870500,70931300,230603800
56988200,70950100,230507000
57371400,70953500,230832300
57631200,70957100,231353000
56873300,70960000,229742200
56663500,70975700,230214400
57150600,70982800,231424500
56523700,70983000,231763400
57858100,70983700,231460700
56788300,70985000,231729800
58351600,70991000,230691100
59297800,70999500,231241200
56685900,71000100,231498700
56719100,71014600,229635500
56596200,71014700,230083000
56689300,71019400,229757000
57298600,71021900,230701600
56558400,71024500,232289800
56840000,71034600,230813500
56556900,71037300,230683300
57308100,71038500,230709600
57263800,71045400,230510300
57740200,71050200,229914600
56679200,71051500,230911500
56617500,71061300,231464600
57409200,71062600,230392300
56860100,71064500,230691800
56521900,71070400,229690400
57085700,71086600,229330500
56950300,71097100,229732800
57060200,71100700,231196400
56858900,71104100,230693800
61542300,71109600,232070100
56814400,71110000,230191600
56887600,71115200,230637300
56613600,71130900,231145600
56753600,71169300,234682200
56954600,71171500,231341600
56821500,71177200,232502600
56581800,71187400,230965800
56941900,71195100,230555300
56630900,71195500,229574800
56764400,71215700,230981300
57393600,71219100,231793100
60461500,71223100,230065400
58873600,71224700,230884100
60165300,71227400,230599100
56889200,71230600,232506600
59647200,71235100,231245400
56510100,71240500,231621300
56789500,71257000,233633500
57472700,71258800,229291600
56522900,71281400,231560400
57114700,71284700,231121200
61325600,71286200,230551000
56939500,71292200,233494300
56950500,71311300,232583300
57778900,71326700,230172400
56827700,71376500,231131600
57039400,71377400,230902900
57698200,71378900,230675800
56501500,71404900,230676000
56456300,71414500,229496900
59135300,71416500,230059400
57634000,71429200,230645400
56770200,71487900,230431900
56696600,71491700,233218600
56443000,71505700,233725200
57236300,71517000,232722300
56664000,71530400,232124200
56706400,71537900,234085000
56834200,71559600,230173800
56745000,71577700,232023600
56722400,71591800,233546800
56964300,71597400,231273500
56900000,71600900,231352900
56772300,71603600,232729500
57173900,71700100,232758000
56992900,71727900,232143300
57579800,71733500,231242200
56633400,71741600,232620500
56732200,71759100,230872700
56793900,71828100,230491900
56951300,71874800,231179400
56572900,71922700,229904700
58949100,71979600,230962300
56465900,71985600,232466400
56711900,72043900,233057000
57299000,72050000,234216800
56689300,72052100,230318400
58365900,72053800,231449700
57025100,72090000,233450800
56899800,72092100,230170900
57089300,72139000,237360700
57647800,72154800,236295900
61446100,72184200,230884500
56582600,72263300,229456900
56707400,72263700,230473000
56776100,72361000,231515800
57141200,72377900,231318400
56794900,72420300,229257600
57321500,72428400,230737100
56655100,72450200,233224000
56448800,72542100,230816700
57642000,72599800,233792200
59174900,72646000,229610800
56736800,72667600,229647400
56698000,72755700,232101000
57337900,72764500,229718300
56665100,72859200,230546900
57681400,72878500,232118100
56904600,72891400,230175800
56614800,72934700,234115300
56823500,72942600,231760800
56909600,72945200,230900900
57400700,72945900,229989900
56688200,72959300,229886100
56694400,73044400,232966400
56568700,73052500,231476500
58114800,73057500,230319400
56786000,73065100,230245300
56482400,73110500,229746600
57586800,73111000,230046500
56830200,73166100,232047400
57613400,73168800,229573500
56700700,73182400,232569400
58311900,73183200,231710400
56838000,73187000,230364700
57288100,73213100,231308600
56762000,73240700,229909600
56632600,73263000,229996800
58344700,73271100,233401600
57674600,73374500,230622200
61281800,73385900,231563700
56685700,73389800,232469700
60950200,73399100,231828600
56605100,73404600,230699300
56530000,73430500,231271200
59949700,73430900,230309800
57138900,73435400,230769900
56972800,73452900,229838200
57080400,73469400,229973800
57020000,73554300,231338400
56962200,73556300,232049700
56641300,73556500,231070700
56944700,73557500,229937900
58187300,73686600,229697400
56757400,73720000,229842700
58267400,73763900,230393900
56703800,73768900,231435300
57050800,73828300,230496900
57223400,73840200,230668700
56592900,73864400,231706300
56795000,73910000,229565600
56902400,73941400,233253800
56823700,73958700,231862500
56501000,73985500,231897100
56595200,74005400,231200900
56679900,74047100,232075800
60606000,74066400,230916600
56794100,74073400,230135600
56414700,74082900,230722100
58177300,74120400,230509100
57202700,74413000,232189800
57644200,74483900,233161700
56778700,74525200,232603300
58144500,74557700,231719200
56936100,74638500,237782800
56518800,74744900,229521100
57229900,74748500,231267800
56913100,74762300,232520600
56878500,74919700,230013100
56768400,75044100,230118900
57157000,75153500,230785600
58398200,75172800,230008100
56711100,75281900,229728600
57347400,75977400,230121200
60771300,76319500,239918800
56758900,76744500,230785500
57355200,77954500,230976500
56845300,78530200,231422900
58087600,78619700,262142800
57640200,78891000,234145500
56546500,79019700,231023100
56620100,80020200,230871100
60974200,80029200,231062600
56978900,81832900,230067400
57757200,82320400,231200200
57024900,84207500,231490600
56960000,87599900,230815200
57572100,88198600,231162300
56833000,89611100,232152000
